,movie_id,movie_name,year,genre,overview,director,cast,movie_id2,Keywords
3596,tt32970334,Green,2024.0,Mystery,"Green follows the harrowing journey of Mayanna, a man battling paranoid schizophrenia. Haunted by delusions and hallucinations, Mayanna's mind is tormented by a monster from a childhood story told by his mother.",Raj Vijay s Gowda,"Gopalkrishna Deshpande, Dimpy Fadhya, Viswanath Mandalika, Balaji Manohar, Manju Shiva",32970334,
3597,tt21236710,Headhunting to Beatboxing,2024.0,"Documentary, Musical","A musical documentary about the story of a tribe in the far North East of India engulfed in the depths of violence and bloodshed, resurrects itself through the healing power of music and emerges through a musical renaissance.",Rohit Gupta,"A.R. Rahman, Imliakum Aier, Nourhe Khate, Imnainla Jamir, Mengu Suokhrie",21236710,
3598,tt32516247,Young Man Kannada,2024.0,Thriller,"Few Close friends try all best possible ways of make money in short routes, but they wont work. Finally they plan to execute big plan to target Indian army and make big money. In this process all friends end up life fighting each other.",Muthu Raj KR,unknown,32516247,
3599,tt32473900,iKHlaas,2024.0,"Comedy, Romance","Rudra Patil an architect is bewildered when he gets a match on a dating app but is uncertain about the legitimacy of the profile, but somehow, he meets his tragic destiny in the end.",Dhaval Pitale,"Shantanu Ranganekar, Divya Gupta, Raj Nagvekar, Pranita Achrekar, Tisha Hiwale",32473900,"2020s, tragic romance, funk music, pandemic, romantic comedy, sitcom comedy, lockdown, covid 19, rap music, love"
3600,tt21138248,Khudai,2024.0,Action,Unknown,Yusuf Ali Khan,"Abdul Jabbar Ansari, Ramesh Goyal, Javed Hyder, Ali Khan, Dilkash Khan",21138248,
3601,tt32857190,Emerald,2024.0,Crime,Unknown,Krishna Sagar,"Sandeep Ramesh, Jithin Thomas, Amal Krrish, Vishakh Raveendran",32857190,
3602,tt33044504,Mera Sweetu,2024.0,unknown,Unknown,Manvir Brar,Gurnam Bhullar,33044504,
3603,tt32640147,Karmayogam (Return Gift),2024.0,"Crime, Drama, Thriller",Unknown,Katta Jay,Rasool SK,32640147,
3604,tt29674465,Dard,2024.0,"Drama, Thriller","After a spate of murders targeting prominent Varanasi residents, police investigators identify Dulu Mia, an auto driver, as a suspect, sparking inquiries into the reason behind the killings.",Anonno Mamun,"Shakib Khan, Sonal Chauhan, Payel Sarkar, Rahul Dev, Lutfur Rahman George",29674465,
3605,tt33499021,"Munaa, the legend (Part1)",2024.0,Mystery,"Experience the rich tapestry of Assamese culture as manob navigates his new life, blending traditional beliefs with the modern challenges of hostel living.",Gunjan Kumar Das,"Mridupaban Boruah, Sourav Das, Upanga Das, Sarbananda Neog",33499021,monster horror
3606,tt31909250,Crab in A Bucket,2024.0,Drama,Unknown,Prakash Saini,"Giirish Singh, Jayantika Sen Gupta, Snehalata Siddharth, Vinod Kumar",31909250,
3607,tt33396044,The E-Ghost,2024.0,Horror,Unknown,Ankush Darode,"Chirag Jani, Sameer Khan, Ayesha Khana, Pramod Moutho, Amit Poddar",33396044,
3608,tt30407544,Ata Nirjon Duporiya,2024.0,Crime,"In a sexually starved society of a third world country, a young couple plans to spend some intimate moments together and while doing so they become victim of taboo where the system exploits them.",Khanjan Kishore Nath,"Parvi Barua, Dhananjay Debnath, Jitumoni Mahanta, Kaushik Nath",30407544,kiss
3609,tt16436972,Yaa Devi Sarva Bhuteshu,2024.0,"Crime, Mystery, Thriller","This is a story of an innocent girl Devika having no idea what happened to her mother before her birth. Her mother been to comma right after giving her birth. At the age of 21, Devika gets a letter by her neighbor saying that her mother asked to give you at the age of 21 and based on the same she kills many. After all the killings, Devika's mother come back from comma after 21 years saying that I didn't write such kind of letter and mystery reveals.",Amit Ramesh Rughani,"Kavisha Sanghvi, Nisarg Trivedi, Mukesh Rao, Kinnal Nayak, Chilka Prit",16436972,
3610,tt33056557,Eesaraina?!,2024.0,Drama,"Raju, a hopeful graduate awaiting government job notifications, faces his third and final attempt after previous failures. Determined to succeed, he navigates the challenges of rural life while balancing his aspirations with the comforts of his family's farm. With comedic support from his loyal friend Basha, a shepherd and farmer, Raju finds unexpected humor in their adventures. Meanwhile, Shirisha, a dynamic schoolteacher who effortlessly secures a government job, becomes Raju's love interest. As their relationship blossoms amidst village gossip and comparisons, Raju finds himself in a humorous rivalry with Shirisha's strong-willed father.In a twist of fate, Raju accepts a challenge from Shirisha's father: secure a government job or face dire consequences. With Shirisha's unwavering support, Raju embarks on a journey filed with laughter, challenges, and heartfelt moments, ultimately discovering what truly matters in life. Will Raju achieve his dream job? Will he win Shirisha's hand in marriage? This entertaining village love story explores friendship, ambition, and the enduring power of love against all odds.",Viplav G,"Viplav G, Ashwini Ayaluru, Mahaboob Basha, Karthikeya, Nithu Supraja",33056557,
3611,tt32306195,Adim (Primitive),2024.0,Drama,"This is the story of a couple in their 30s facing a year-long struggle to revive their physical intimacy. At their wits' end, they choose to take a vacation to a remote hill station. But their tranquil escape takes a mysterious turn when they meet some intriguing people who plunge them into a world of suspense and danger.This riveting journey pushes them to their limits as they navigate the jungle's dangerous terrain and their own inner demons.",Amitabha Chaterji,unknown,32306195,
3612,tt32460774,Mere Sajna Ka Angna,2024.0,Drama,Rani Mere Sajna Ka Angana is family drama film plot is like Raja young boy leaving with his two big brother and two mother-in-law Raja have no work he always waste his time for moving here and there when he get older his brother trying to married him but no girls father want to unemployment Damad so up poor girl rani's father came to his house and fix the marriage after the marriage Rani fell that his husband is not working so his husband not getting any respect in that house Rani trying to convince her husband to do some work but he is not serious after someday Rani argument with his brother's wife and Raja decide to left house for work when he get rich then he will be come back in that house Raja going to city and forget his wife when Raja going to out office home Rani pregnant he deliver a child but in Raja have chance to work with a businessman and a businessman girl fail with love Raja Raja forget everything and leave happyly with his second wife he is an left for him for job after 5 year Rani came to City for searching his husband when she reach husband house lots of surprise came to Rani house Rani founded her husband married other woman Raja get accident Rani give blood and then Raja no that his first wife save his life then he Reliance he his mistake and leave with his first wife Rani and his daughter happily second wife give sacrifice her life for saving Raja's family Mere Sajna Ka Angana totally family drama film this film is written by great writer celebrity writer Shashi Kumar Pandey who have got so many awards to write a film this film is produced by entertainment star cast is Raj Sharma Anjana Singh Vineet Vishal,Sachin Yadav,"Raj Sharma, Anjana Singh, Vinit Vishal",32460774,
3613,tt15510320,Daddy's Daughter 2,2024.0,Drama,The story revolves around a teenage girl puja - who falls in love with her servant unknowingly - her mother and father loves her a lot - but what she think nobody knows,Abhimanyu Chauhan,"Arpita Bhutani, Abhimanyu Chauhan, Mahi Chauhan, Manoj Chauhan, Isha Ratan",15510320,"father daughter relationship, mother, girl, love, father"
3614,tt32199336,Matiputra,2024.0,Drama,"The story revolves around a village where a goon named Sampat enslaves and tortures the villagers, with Shankar and Raghav seeking justice against his atrocities.Story of the film Maati Putra is the story of the people of vilager How the farmer fights for his rights. Many problems are shown in this film. The story begins with a young man named Raghav going to the city for dinner with his maternal uncle. He starts earning. He has come and earns his living by working hard. Uncle and nephew live together, then suddenly a girl comes into his life whose name is Sandhya. She is doing B.Sc Nursing course. Raghav, the hero of the film in the city, helps herThey meet and fall in love, but the villain in the film, sampath has an old family enmity with the heroine and the girl. There is enmity in the village because sampath ji is the villain of the film. He is involved in human trafficking in the village. Liquor smuggling, land tribunal, they do a lot of racketeering work, they are mafia, bring laborers from villages to the city, exploit them, then his son Shubham, who is a villain in the film, father and son together are spreading racketeering in the city.",Santosh Deshmukh,"Shek Ansha, Rajesh Bonik, Anjali Chauhan, Narendra Davda, Navin Deshmukh",32199336,
3615,tt30853122,Sedin Kuyasha Chilo,2024.0,Drama,"'Sedin Kushaya Chilo' is an eternal love story. We understand love as the love of two men and women of the same age, but we often forget that there is much more than that. The unconstitutional love of parents for their children, friends have been genuine, selfless love among themselves or a revolutionary's self-sacrificing love for his country- these loves have been passed down through ages, generations after generations. But we may not be able to perceive that love, or even if we can, the love fades away. But when the loved one moves away, the perception of that love is intensified. Does distance increase the depth of love? 'Sedin Kuyasha Chilo ' answer that question.",Arnab k Middya,"Jeetu Kamal, Paran Banerjee, Lily Chakravarty, Sauraseni Maitra, Debshankar Haldar",30853122,
3616,tt16908636,Gummadi Narsaiah Biopic,2024.0,Biography,Based on the life story of Yellandu ex MLA GUMMADI NARSAIAH Garu.,Parameshwar Hivrale,Samuthirakani,16908636,
3617,tt32621491,Ummeed: adhuri bhi puri bhi,2024.0,Drama,"Ruanak, a young school boy, fell in love with his dance partner Ruhi. Over a period of time he finds himself in a love triangle and many complications in friendship, life and love as he goes on a remarkable journey of self exploration.",Ram Kumar,"Aryaprangya Behera, Pranav Chandel, Gurlin Kaur, Preety Lavanya, Chhandamayee Mishra",32621491,
3618,tt23790310,Untitled D.Satya Prakash movie,2024.0,unknown,Unknown,D. Satya Prakash,"Manjunath Nayaker, Doddanna, Veena Sundar, Brinda Acharya, Nataraj S. Bhat",23790310,
3619,tt15021066,Kaansya,2024.0,Drama,"Bronzed (Kaansya) is an Indian adaptation of William Shakespeare's Troilus and Cressida. The story revolves around the decades-old rivalry of 2 competing wrestling families in Haryana, India. The rich and powerful wrestling family of Hanuman Akhada, and their gritty rivals Bajrang Akhada. Things explode when Sonam, married to Bajrang Akhada's owner Prithvi, runs away with Randeep, the son of the head of Hanuman Akhada. This event becomes a trigger for a dozen people who are either seeking to fulfil their hidden desires or execute their secret vendetta's. Themes of pride, love and vengeance dominate the narrative. The film shows the complexity of human nature amidst a backdrop of wrestling in a small town in India.",Aditya Watts,"Sahil Sethi, Lakshya Goel, Kritika Pande, Gunnit Cour, Vaarun Bhagat",15021066,
3620,tt31308171,Terav,2024.0,Drama,"Janabai faces neglect when her husband dies by suicide. She finds little support from her in-laws or her family. To empower widows facing similar situations, Janabai starts a self-help group.",Harish Ethape,"Sandeep Pathak, Kiran Khoje, Kiran Mane, Neha Dandale, Ankita Choudhary",31308171,
3621,tt32799272,Narrakk Bhogna Abhi Baki Hai,2024.0,Drama,Unknown,Rahul K Singh,"Subha Rajput, Brijendra Kala, Abhimanyu Singh, Rohit Choudhary, Sharon Pandey",32799272,
3622,tt32230604,Juz (fight against drugs),2024.0,Action,Unknown,Mrinmoy Manash,Gitashree Rajkhowa,32230604,
3623,tt31452442,God Must Die,2024.0,"Drama, Thriller","* (God Must Die"" is inspired by Dostoyevsky's ""Notes from Underground"" and Nietzsche's ""God is Dead,"" This one-day odyssey follows Abram, a nomadic gypsy. Abram's path begins with a stark declaration: dragging a coffin through the streets, he proclaims, ""I have killed God!"" This attracts Fitna. His alarm brings media hounds and police, transforming a quiet day into a whirlwind. As chaos unfolds, Abram's past unfolds too. College students hack into his laptop, projecting his private discussions onto a live news channel. This unexpected audience witnesses philosophical debates about existentialism, nihilism, and the very origins of the concept of God. Beyond intellectual discourse, the film delves into humanity's darker side. The conversation shifts to the manipulative use of God's name to justify violence and discrimination based on color, creed, caste, and gender. Abram's act ignites a firestorm. He becomes a symbol, interpreted differently by various factions. Some see him as a Bad Guy, others as a liberator challenging oppressive doctrines. The narrative deftly weaves Abram's philosophical debates with the escalating external conflict. The film builds suspense, leaving the audience to wonder - what is Abram's true motive? Has he truly killed God, or is he a man desperate to awaken the world? ""God Must Die"" is more than just philosophical musings. It's a social commentary, urging viewers to confront the complex realities of faith, prejudice, and the search for meaning in a seemingly godless world. By the time the police raid Abram's home, he has vanished. His absence becomes a powerful statement, leaving the audience with lingering questions and no easy answers. Did he escape? Was he captured? )",Mustajabuddin Malik,"Sandeep Datta Gupta, Mithun, Sri Hari Parakaram, Adeep Sethia, Amog Sharma",31452442,
3624,tt29142017,The Exile,2024.0,"Horror, Mystery","Gouranga, a young man in 1960s rural Bengal, embarks on a journey where he encounters not only the local myths about a supernatural presence, but also his own demons which were buried in his past.",Samman Roy,"Adrita De, Arpita De, Soumya Majumdar, Arghya Roy",29142017,"suicide, ghost, period drama, psychological horror, independent film"
3625,tt32820768,Oru Smartphone Prenayam,2024.0,Drama,"Priyanka falls in love with Roni through their interactions on a smartphone. However, their blossoming romance turns dark when they meet in person, leading to an unexpected tragedy that impacts another couple, Joji and Nimi.",Charles G Thomas,"Jayakrishnan, Santhosh Keezhattoor, Hemanth Menon, Padmaraj Ratheesh, Saikumar",32820768,
3626,tt32569495,Thara Fufa Zinda Hai,2024.0,Drama,"The life of Surajbhan, a retired army officer. As he nears death, his relatives assemble, anticipating a share of his wealth. However, a surprising turn of events unfolds as Surajbhan miraculously returns to life.",Sanjay Bhasin,"Vishwas Chauhan, Harish Chhabra, Manoj Chhabra, Sunil Chitkara, Ashok Gupta",32569495,
3627,tt33095443,Shyam Sunder Paliwal,2024.0,unknown,Unknown,Rahul Kumar Shukla,"Anil Dadich, Poonam Deora, Tarun Joshi, Jaidev Malawat, Dalpat Malviya",33095443,
3628,tt10579986,Mom's Coming,2024.0,"Drama, Horror, Musical, Thriller","A soul allegedly with a 20-year-old girl as her daughter, whom she wants to take with her and the elder sister's wants to stop the soul from doing so.",Rishiking,Byom,10579986,girl
