web-scraper-order,web-scraper-start-url,Movie_Name,Year,Duration,Rating,Overview,link,link-href
"1728642008-963","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","963. Suzie Q","2024","1h 45m","","40-Year-Old Suzie Q, who sees vivid hallucinations embarks on a trip to her ex-husband's destination wedding. The journey gets bizarre and dangerous as the lines of reality blur for her.","963. Suzie Q","https://www.imdb.com/title/tt30985297/?ref_=sr_t_963"
"1728642008-964","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","964. Sada Ronger Prithibi","2024","2h 33m","8.3","Explores the colorless world of widows in Varanasi when a young police officer comes to investigate the shelter. Will she be able to overcome the political pressures and other threats.","964. Sada Ronger Prithibi","https://www.imdb.com/title/tt28566029/?ref_=sr_t_964"
"1728642008-965","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","965. Devil","2024","1h 58m","4.5","Hema married to Alex meets Arun in accident, bond grows. Will Proximity causes strain on Hema's relationship with Alex.","965. Devil","https://www.imdb.com/title/tt24689612/?ref_=sr_t_965"
"1728642008-966","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","966. Marco","2024","","","Marco is an upcoming Indian Multi - Language action thriller movie produced by Shareef Muhammed under the banner of Cubes Entertainments in association with UMF. Directed by Haneef Adeni, 'Marco' is touted to be an action entertainer. Unni Mukundan plays the lead role of Marco, a gangster, in the film. Kabir Duhan Singh , Yukti Thareja , Siddique , Jagadish , Anson Paul , Mathew Varghese , Ajit Koshy have roped in to play some of the important roles in the film. The films music is composed by Ravi Basrur.","966. Marco","https://www.imdb.com/title/tt29383379/?ref_=sr_t_966"
"1728642008-967","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","967. Wife","2024","","","","967. Wife","https://www.imdb.com/title/tt31913601/?ref_=sr_t_967"
"1728642008-968","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","968. Zehan","2024","1h 53m","4.9","Aakash, a man suffering from a personality disorder and childhood trauma, falls in love with Mona. However, he struggles to maintain his relationship with her as he constantly fears abandonment.","968. Zehan","https://www.imdb.com/title/tt31229144/?ref_=sr_t_968"
"1728642008-969","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","969. Zeenat","2024","","","Socioeconomic contrasts challenge love: slum boy, rich girl wed, endure separation, reunite dramatically in a musical, family-friendly romance.","969. Zeenat","https://www.imdb.com/title/tt31314199/?ref_=sr_t_969"
"1728642008-970","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","970. Lockdown Lagna","2024","","6.3","A couple's arranged marriage faces uncertainty when a nationwide lockdown occurs. They connect through video calls, getting to know each other, but fate has surprises in store.","970. Lockdown Lagna","https://www.imdb.com/title/tt14612730/?ref_=sr_t_970"
"1728642008-971","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","971. Aabha","2024","2h 9m","9.4","","971. Aabha","https://www.imdb.com/title/tt33368662/?ref_=sr_t_971"
"1728642008-972","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","972. Bajrang Aur Ali","2024","2h 2m","7.6","Is Religion bigger than Humanity?","972. Bajrang Aur Ali","https://www.imdb.com/title/tt9624498/?ref_=sr_t_972"
"1728642008-973","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","973. Ninaivellam Neeyada","2024","2h 35m","5.5","","973. Ninaivellam Neeyada","https://www.imdb.com/title/tt15561918/?ref_=sr_t_973"
"1728642008-974","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","974. Dharma Daiva","2024","1h 52m","7.7","A tale of greed and betrayal. As people fight for power and control, when their deceitful schemes unravel and darkness consumes them, a divine force intervenes, revealing consequences of their actions and restoring justice in the family","974. Dharma Daiva","https://www.imdb.com/title/tt29996367/?ref_=sr_t_974"
"1728642008-975","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","975. Dear Nanna","2024","","7.2","Ravi wants son Surya to take over the family pharmacy, but Surya's passion is culinary arts. Their conflicting aspirations strain their relationship as Surya chooses between individual dreams and accepting his father's wishes.","975. Dear Nanna","https://www.imdb.com/title/tt32607447/?ref_=sr_t_975"
"1728642008-976","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","976. Naanum Oru Azhagi","2024","","9.1","","976. Naanum Oru Azhagi","https://www.imdb.com/title/tt32810621/?ref_=sr_t_976"
"1728642008-977","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","977. Soch - A perception","2024","","8.3","In serene Arkee, Officer Priyanka Negi's investigation into social activist Shaila Awasthi's disappearance sparks a national uproar, but as communal tensions rise, one question lingers: is the true enemy within or beyond the village walls?","977. Soch - A perception","https://www.imdb.com/title/tt18295452/?ref_=sr_t_977"
"1728642008-978","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","978. Ground","2024","1h 42m","7.2","Group of friends go to a playground around the corner, to play Cricket, on a typical Sunday. However, that special day has unexpected events in store for them.","978. Ground","https://www.imdb.com/title/tt30816925/?ref_=sr_t_978"
"1728642008-979","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","979. Tom and Jerry","2024","1h 51m","8.0","","979. Tom and Jerry","https://www.imdb.com/title/tt32253837/?ref_=sr_t_979"
"1728642008-980","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","980. Marigold","2024","2h 7m","8.9","Krishna and his friends plan to steal a stash of gold from police officers. But their plan gets messed up. Will he solve the mystery and set things right?","980. Marigold","https://www.imdb.com/title/tt15722720/?ref_=sr_t_980"
"1728642008-981","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","981. Pithala Maathi","2024","2h 20m","8.1","","981. Pithala Maathi","https://www.imdb.com/title/tt29137349/?ref_=sr_t_981"
"1728642008-982","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","982. Ek Saath Do Do","2024","","","","982. Ek Saath Do Do","https://www.imdb.com/title/tt27662503/?ref_=sr_t_982"
"1728642008-983","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","983. Drame Aale","2024","2h 3m","6.0","A theatre troupe from Punjab visit London to put on a show, where their host falls in love with an actor's family member.","983. Drame Aale","https://www.imdb.com/title/tt28495995/?ref_=sr_t_983"
"1728642008-984","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","984. Maxx Ki Gunn","2024","","","This is action Thriller Movie.","984. Maxx Ki Gunn","https://www.imdb.com/title/tt31156943/?ref_=sr_t_984"
"1728642008-985","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","985. Field of Dreams","2024","","","","985. Field of Dreams","https://www.imdb.com/title/tt32843748/?ref_=sr_t_985"
"1728642008-986","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","986. Dirty Fellow","2024","1h 59m","7.9","The son of a prominent don attempts to assassinate his own father and thwarts a threat from an accomplice.","986. Dirty Fellow","https://www.imdb.com/title/tt32368060/?ref_=sr_t_986"
"1728642008-987","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","987. Inn Galiyon Mein","2024","","","","987. Inn Galiyon Mein","https://www.imdb.com/title/tt32751390/?ref_=sr_t_987"
"1728642008-988","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","988. Pyar Ke Do Naam","2024","2h 24m","9.0","Two strangers, Kaira and Aryan, cross paths and bond over their differing ideologies about life and love, leading to an unconventional relationship.","988. Pyar Ke Do Naam","https://www.imdb.com/title/tt32060363/?ref_=sr_t_988"
"1728642008-989","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","989. Main Mulayam Singh Yadav","2024","2h","3.7","""ZINDA KAUMEIN PAANCH SAAL TAK INTEZAAR NAHIN KARTI"" This quote by one of his guru Dr. Ram Manohar Lohia became his Mantra as he flourished and became one of the most successful Political Leaders in the country MULAYAM SINGH YADAV. A farmer's son in a small village called Safai in Etwas district of Uttar Pradesh fought in most adverse conditions to become the supreme leader of his state. Coming from a very humble background his father wanted him to become a Wrestler, but he was destined to become something bigger. In one of the wrestling contest a local Political leader Nathuram saw this young boy when he slammed wrestlers who were double the size of him, Nathuram saw this strong-willed boy and gave him his first opportunity to enter Politics. It was his destiny that Nathuram also introduced him to one of the most influential leaders of the country of that era Dr. Ram Manohar Lohia. Nathuram also helped him with a job as an English teacher in Karhal but his main focus remained Politics. Lohia's convictions towards the equality of people and other social justice issues strongly influenced Yadav's own ideas about standing up for the rights of minorities and his actions based on those principles marked his subsequent political career. After Lohia came in his life Former Prime Minister of India Chaudhary Charan Singh, from whom he learned the nitty-gritty of politics and it was then Mulayam Singh Yadav became a big name in UP politics, he was also the political heir of Chaudhary Charan Singh. Nathuram, Ram Manohar Lohia and Chaudhary Charan Singh were the 3 pillars who groomed and shaped the political wisdom of Mulayam Singh Yadav. From an English teacher in a Primary school to Chief Minister of Uttar Pradesh, this is the journey of a man who was in jail for 19 months at the time of Emergency. This is the story of a man who was shot on the day he won his very first election. This is the Story of a man who wrestled and found his way among the giants. When capitalism and bureaucracy were the main pillars of politics, he came and changed the scenario, he changed the game of bigger political parties and big names. This is an inspiring tale of a farmer's son who became the supreme leader of the state.","989. Main Mulayam Singh Yadav","https://www.imdb.com/title/tt12084320/?ref_=sr_t_989"
